Table with column headers in rows 2 through 4.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
042,077,072,000,Pennsylvania,Lehigh County,332844,440,284402,2543,46162,2413,27467,1954,10041,1109,8654,857,2280,581,Puerto Rico,-,,,,,,,,,,,771,376
042,079,072,000,Pennsylvania,Luzerne County,308970,259,271256,1963,36901,1881,24593,1519,5925,728,6383,778,813,306,Puerto Rico,-,,,,,,,,,,,115,127
042,081,072,000,Pennsylvania,Lycoming County,115789,170,98714,1312,16764,1290,11598,1223,3729,549,1437,365,311,114,Puerto Rico,-,,,,,,,,,,,3,4
042,085,072,000,Pennsylvania,Mercer County,115841,175,100420,1070,15196,1084,8456,750,3410,400,3330,533,225,94,Puerto Rico,-,,,,,,,,,,,4,5
042,087,072,000,Pennsylvania,Mifflin County,45505,103,40666,692,4633,641,2898,491,1225,370,510,305,206,157,Puerto Rico,-,,,,,,,,,,,16,31
042,089,072,000,Pennsylvania,Monroe County,162266,261,144210,1673,17533,1710,7795,1116,3529,667,6209,1211,523,254,Puerto Rico,-,,,,,,,,,,,64,103
042,091,072,000,Pennsylvania,Montgomery County,766908,455,677964,3280,85120,3295,43078,2232,27564,1579,14478,1148,3824,618,Puerto Rico,-,,,,,,,,,,,67,53
042,093,072,000,Pennsylvania,Montour County,17560,56,15460,326,2044,333,607,192,957,267,480,224,56,39,Puerto Rico,-,,,,,,,,,,,2,3
042,095,072,000,Pennsylvania,Northampton County,290663,340,248467,2439,41144,2420,22599,2000,9422,1129,9123,1065,1052,287,Puerto Rico,-,,,,,,,,,,,107,138
042,101,072,000,Pennsylvania,Philadelphia County,1509887,1155,1301601,6632,197535,6074,142190,5603,23064,1976,32281,1785,10751,1613,Puerto Rico,-,,,,,,,,,,,1815,546
042,107,072,000,Pennsylvania,Schuylkill County,145449,193,126547,1255,18395,1239,10432,972,5200,645,2763,571,507,129,Puerto Rico,-,,,,,,,,,,,23,37
042,111,072,000,Pennsylvania,Somerset County,76955,100,69318,832,7402,830,4661,727,1948,327,793,243,235,81,Puerto Rico,-,,,,,,,,,,,51,35
042,117,072,000,Pennsylvania,Tioga County,40300,84,35232,543,4968,537,2896,432,1019,258,1053,226,100,83,Puerto Rico,-,,,,,,,,,,,17,28
042,119,072,000,Pennsylvania,Union County,43037,125,35915,931,6894,938,2035,521,2561,748,2298,376,228,86,Puerto Rico,-,,,,,,,,,,,30,38
042,133,072,000,Pennsylvania,York County,414784,346,360480,2462,52828,2317,33690,1986,7819,925,11319,1323,1476,486,Puerto Rico,-,,,,,,,,,,,440,205
044,007,072,000,Rhode Island,Providence County,621418,602,532841,2982,84620,2794,61169,2666,5272,608,18179,1519,3957,635,Puerto Rico,-,,,,,,,,,,,419,279
044,009,072,000,Rhode Island,Washington County,126038,181,109944,1167,15306,1151,8189,889,3132,537,3985,726,788,411,Puerto Rico,-,,,,,,,,,,,243,276
045,013,072,000,South Carolina,Beaufort County,145602,289,116624,2142,27432,2068,13502,1492,2094,577,11836,1124,1546,358,Puerto Rico,-,,,,,,,,,,,40,46
045,015,072,000,South Carolina,Berkeley County,160889,340,133505,1987,26281,2029,10181,1475,8081,1127,8019,1071,1103,395,Puerto Rico,-,,,,,,,,,,,1,1
045,019,072,000,South Carolina,Charleston County,340497,480,276573,2919,61511,2940,33485,2021,10730,1072,17296,1496,2413,547,Puerto Rico,-,,,,,,,,,,,18,31
045,041,072,000,South Carolina,Florence County,130544,246,108707,1896,21636,1848,14066,1475,4816,961,2754,571,201,104,Puerto Rico,-,,,,,,,,,,,29,34
045,045,072,000,South Carolina,Greenville County,424048,474,345724,3000,75516,2930,46995,2130,12087,1254,16434,1485,2808,731,Puerto Rico,-,,,,,,,,,,,17,28
045,053,072,000,South Carolina,Jasper County,22020,82,18840,740,2877,653,1109,511,1120,305,648,289,303,230,Puerto Rico,-,,,,,,,,,,,10,16
045,075,072,000,South Carolina,Orangeburg County,88940,277,77574,1284,11093,1264,6794,1030,2664,640,1635,412,273,148,Puerto Rico,-,,,,,,,,,,,6,11
045,079,072,000,South Carolina,Richland County,353942,451,271897,3188,78916,3148,34383,2025,18404,1783,26129,1539,3129,731,Puerto Rico,-,,,,,,,,,,,280,116
045,083,072,000,South Carolina,Spartanburg County,272713,420,230811,2354,40942,2368,27066,2073,7034,859,6842,879,960,314,Puerto Rico,-,,,,,,,,,,,12,23
045,089,072,000,South Carolina,Williamsburg County,34520,128,31890,656,2572,629,1550,538,648,268,374,141,58,39,Puerto Rico,-,,,,,,,,,,,22,35
046,003,072,000,South Dakota,Aurora County,2858,11,2561,121,265,108,76,36,114,48,75,103,32,28,Puerto Rico,-,,,,,,,,,,,6,12
046,005,072,000,South Dakota,Beadle County,15753,48,13021,420,2680,436,1829,436,225,97,626,213,52,52,Puerto Rico,-,,,,,,,,,,,3,7
046,047,072,000,South Dakota,Fall River County,7198,43,6028,280,1161,292,149,97,260,109,752,286,9,14,Puerto Rico,-,,,,,,,,,,,7,13
046,093,072,000,South Dakota,Meade County,23802,103,19640,644,3930,597,1542,492,1215,369,1173,349,232,187,Puerto Rico,-,,,,,,,,,,,67,104
046,103,072,000,South Dakota,Pennington County,95441,239,74385,1364,20335,1307,11746,1031,3558,661,5031,739,721,273,Puerto Rico,-,,,,,,,,,,,9,14
047,011,072,000,Tennessee,Bradley County,93921,208,77392,1459,16244,1449,10422,1284,2537,505,3285,525,285,138,Puerto Rico,-,,,,,,,,,,,7,12
047,033,072,000,Tennessee,Crockett County,14187,75,12367,395,1800,372,1128,282,478,187,194,117,20,25,Puerto Rico,-,,,,,,,,,,,5,10
047,037,072,000,Tennessee,Davidson County,611735,641,489440,3726,117778,3574,75422,3242,19181,1469,23175,1659,4517,882,Puerto Rico,-,,,,,,,,,,,53,58
047,095,072,000,Tennessee,Lake County,7321,42,6106,231,1192,219,470,165,628,138,94,47,23,23,Puerto Rico,-,,,,,,,,,,,11,19
047,125,072,000,Tennessee,Montgomery County,150401,342,113456,2181,33739,2061,17023,1346,3067,623,13649,1427,3206,526,Puerto Rico,-,,,,,,,,,,,56,72
047,149,072,000,Tennessee,Rutherford County,236827,401,188693,2453,47449,2424,27228,2209,12269,1248,7952,1076,685,291,Puerto Rico,-,,,,,,,,,,,168,232
047,157,072,000,Tennessee,Shelby County,902826,1008,729693,5121,169037,4726,134019,4220,7756,923,27262,1950,4096,767,Puerto Rico,-,,,,,,,,,,,42,42
047,177,072,000,Tennessee,Warren County,39376,148,34830,718,4434,712,3424,702,535,185,475,220,112,83,Puerto Rico,-,,,,,,,,,,,25,41
048,007,072,000,Texas,Aransas County,24222,136,20095,805,4050,766,2123,609,1619,453,308,237,77,67,Puerto Rico,-,,,,,,,,,,,34,53
048,025,072,000,Texas,Bee County,32002,154,23512,1191,8419,1159,3032,812,5003,759,384,201,71,57,Puerto Rico,-,,,,,,,,,,,22,34
048,027,072,000,Texas,Bell County,269890,518,195202,3127,64720,3075,34774,2426,12400,1301,17546,1524,9968,1305,Puerto Rico,-,,,,,,,,,,,415,253
048,029,072,000,Texas,Bexar County,1559821,1196,1244353,6667,303099,6771,217835,6566,41466,2629,43798,2742,12369,1415,Puerto Rico,-,,,,,,,,,,,397,191
048,037,072,000,Texas,Bowie County,90585,242,74059,1673,16247,1624,8674,1190,3167,803,4406,865,279,139,Puerto Rico,-,,,,,,,,,,,8,13
048,039,072,000,Texas,Brazoria County,287698,458,233436,2806,52626,2749,28813,1981,18314,1477,5499,963,1636,683,Puerto Rico,-,,,,,,,,,,,62,77
048,061,072,000,Texas,Cameron County,374642,716,329375,3032,42243,2880,32918,2732,4970,757,4355,693,3024,616,Puerto Rico,-,,,,,,,,,,,22,23
048,063,072,000,Texas,Camp County,12287,82,10887,500,1330,476,631,348,570,252,129,110,70,72,Puerto Rico,-,,,,,,,,,,,36,55
048,085,072,000,Texas,Collin County,718156,783,593620,3875,117108,3668,52611,2847,41821,2361,22676,1883,7428,1132,Puerto Rico,-,,,,,,,,,,,50,54
048,099,072,000,Texas,Coryell County,71806,141,52552,1683,16641,1425,5168,939,5263,863,6210,1153,2613,710,Puerto Rico,-,,,,,,,,,,,38,56
048,113,072,000,Texas,Dallas County,2339944,1412,1875620,9292,442056,9039,321970,8469,73005,2795,47081,2948,22268,2112,Puerto Rico,-,,,,,,,,,,,503,305
048,121,072,000,Texas,Denton County,602651,584,470378,4315,128446,4184,61372,2832,46551,2759,20523,1920,3827,692,Puerto Rico,-,,,,,,,,,,,19,31
048,135,072,000,Texas,Ector County,126690,286,103281,1747,22865,1669,14924,1288,6184,967,1757,447,544,295,Puerto Rico,-,,,,,,,,,,,32,50
048,139,072,000,Texas,Ellis County,140385,281,115344,1762,24509,1699,13316,1570,8734,948,2459,619,532,261,Puerto Rico,-,,,,,,,,,,,10,17
048,141,072,000,Texas,El Paso County,716734,727,609774,4142,98035,4033,72018,3555,5949,838,20068,1801,8925,1186,Puerto Rico,-,,,,,,,,,,,39,32
048,157,072,000,Texas,Fort Bend County,501597,528,432190,3677,64698,3483,26533,2299,27977,2358,10188,1341,4709,796,Puerto Rico,-,,,,,,,,,,,25,42
048,167,072,000,Texas,Galveston County,278655,386,224955,2746,52359,2756,30989,2133,15081,1536,6289,1044,1341,339,Puerto Rico,-,,,,,,,,,,,32,52
048,201,072,000,Texas,Harris County,3838048,1913,3078709,10666,720280,11358,543415,10395,83267,3169,93598,3534,39059,2623,Puerto Rico,-,,,,,,,,,,,503,263
048,209,072,000,Texas,Hays County,139732,307,100988,2199,38381,2176,16262,1717,18744,1614,3375,681,363,123,Puerto Rico,-,,,,,,,,,,,15,24
048,245,072,000,Texas,Jefferson County,238690,455,195863,2453,41671,2337,27305,1974,9836,1089,4530,824,1156,366,Puerto Rico,-,,,,,,,,,,,103,141
048,251,072,000,Texas,Johnson County,148229,305,125025,1763,22655,1796,11244,1349,9571,1323,1840,558,549,345,Puerto Rico,-,,,,,,,,,,,44,71
048,255,072,000,Texas,Karnes County,15012,42,10699,1287,3952,1117,697,302,3031,1206,224,202,361,427,Puerto Rico,-,,,,,,,,,,,3,4
048,281,072,000,Texas,Lampasas County,20119,102,15695,754,4345,765,2074,703,1841,679,430,201,79,66,Puerto Rico,-,,,,,,,,,,,16,25
048,303,072,000,Texas,Lubbock County,259019,448,189237,2706,68828,2670,47609,2379,16760,1588,4459,604,954,264,Puerto Rico,-,,,,,,,,,,,38,43
048,309,072,000,Texas,McLennan County,224836,363,179247,1910,44490,1933,27553,1653,12233,978,4704,755,1099,448,Puerto Rico,-,,,,,,,,,,,42,49
048,355,072,000,Texas,Nueces County,315155,481,252063,3382,61511,3322,41995,2753,12449,1283,7067,1068,1581,430,Puerto Rico,-,,,,,,,,,,,79,123
048,439,072,000,Texas,Tarrant County,1674259,1057,1343857,6241,318635,6318,216163,5630,59907,2880,42565,2437,11767,1186,Puerto Rico,-,,,,,,,,,,,610,228
048,449,072,000,Texas,Titus County,28462,159,23339,789,5023,805,3001,695,1216,301,806,299,100,65,Puerto Rico,-,,,,,,,,,,,19,31
048,453,072,000,Texas,Travis County,950520,897,714059,5013,225354,4901,146427,4409,48542,2668,30385,2146,11107,1111,Puerto Rico,-,,,,,,,,,,,66,63
048,473,072,000,Texas,Waller County,35128,143,29120,978,5929,975,3016,635,2229,541,684,287,79,69,Puerto Rico,-,,,,,,,,,,,28,45
048,479,072,000,Texas,Webb County,225558,650,190033,2764,32724,2530,26870,2488,3451,803,2403,569,2801,591,Puerto Rico,-,,,,,,,,,,,31,50
048,485,072,000,Texas,Wichita County,126675,289,95147,1635,30644,1633,17440,1437,5656,629,7548,915,884,311,Puerto Rico,-,,,,,,,,,,,31,26
048,491,072,000,Texas,Williamson County,366355,644,293707,3250,70363,3157,29044,2298,27192,1719,14127,1769,2285,574,Puerto Rico,-,,,,,,,,,,,43,47
048,499,072,000,Texas,Wood County,41757,126,33836,1098,7716,1062,3247,763,3858,793,611,253,205,135,Puerto Rico,-,,,,,,,,,,,40,67
049,003,072,000,Utah,Box Elder County,47040,185,40045,887,6767,866,4422,791,1644,349,701,277,228,92,Puerto Rico,-,,,,,,,,,,,10,16
049,035,072,000,Utah,Salt Lake County,982034,753,798076,4228,175457,4198,124099,4078,18600,1240,32758,2204,8501,1027,Puerto Rico,-,,,,,,,,,,,13,29
049,049,072,000,Utah,Utah County,493253,466,380593,3864,105412,3716,64439,2817,14790,1588,26183,1854,7248,1007,Puerto Rico,-,,,,,,,,,,,99,81
051,003,072,000,Virginia,Albemarle County,91818,202,71450,1401,19459,1371,6476,904,7659,955,5324,749,909,354,Puerto Rico,-,,,,,,,,,,,12,18
051,009,072,000,Virginia,Amherst County,31858,104,27741,763,4029,736,1484,453,1729,430,816,278,88,57,Puerto Rico,-,,,,,,,,,,,18,29
051,013,072,000,Virginia,Arlington County,203548,359,158886,2239,40339,1968,15049,1216,8870,843,16420,1295,4323,1000,Puerto Rico,-,,,,,,,,,,,57,57
051,041,072,000,Virginia,Chesterfield County,294432,347,253344,2348,39462,2255,19028,1517,12416,1085,8018,1133,1626,424,Puerto Rico,-,,,,,,,,,,,42,59
051,059,072,000,Virginia,Fairfax County,998115,842,845795,4988,137728,4702,64682,3219,34790,2231,38256,2399,14592,1220,Puerto Rico,-,,,,,,,,,,,72,51
051,087,072,000,Virginia,Henrico County,285506,449,234757,2450,48933,2388,25956,1847,15873,1276,7104,797,1816,416,Puerto Rico,-,,,,,,,,,,,64,64
051,107,072,000,Virginia,Loudoun County,272302,388,229979,2328,39219,2052,17016,1660,11769,1137,10434,1190,3104,730,Puerto Rico,-,,,,,,,,,,,22,33
051,121,072,000,Virginia,Montgomery County,88185,173,59616,1284,27979,1314,12921,1076,9840,953,5218,744,590,215,Puerto Rico,-,,,,,,,,,,,10,17
051,149,072,000,Virginia,Prince George County,36088,111,29482,1400,6230,1317,1101,311,2291,437,2838,1166,376,282,Puerto Rico,-,,,,,,,,,,,77,108
051,153,072,000,Virginia,Prince William County,354698,569,291175,2967,60342,2981,28073,2512,17196,1847,15073,1577,3181,615,Puerto Rico,-,,,,,,,,,,,132,121
051,155,072,000,Virginia,Pulaski County,34591,97,29320,741,5210,740,2769,533,1809,463,632,256,61,55,Puerto Rico,-,,,,,,,,,,,9,16
051,157,072,000,Virginia,Rappahannock County,7082,56,6499,202,505,198,295,164,157,108,53,54,78,92,Puerto Rico,-,,,,,,,,,,,41,65
051,161,072,000,Virginia,Roanoke County,89013,185,76076,1337,12616,1330,3974,896,6384,957,2258,543,321,251,Puerto Rico,-,,,,,,,,,,,9,16
051,171,072,000,Virginia,Shenandoah County,39842,145,34381,977,5260,973,2790,661,1900,558,570,286,201,103,Puerto Rico,-,,,,,,,,,,,15,23
051,175,072,000,Virginia,Southampton County,17994,61,16263,416,1713,416,502,209,1036,351,175,100,18,22,Puerto Rico,-,,,,,,,,,,,2,4
051,177,072,000,Virginia,Spotsylvania County,116931,241,100732,1772,15819,1734,6626,1105,5912,958,3281,673,380,265,Puerto Rico,-,,,,,,,,,,,44,67
051,187,072,000,Virginia,Warren County,35671,136,30494,731,4975,721,2435,594,1711,435,829,335,202,168,Puerto Rico,-,,,,,,,,,,,109,159
051,199,072,000,Virginia,York County,60702,136,50738,1275,9192,1156,2239,597,2631,611,4322,1272,772,350,Puerto Rico,-,,,,,,,,,,,123,166
051,510,072,000,Virginia,Alexandria city,139463,376,107869,1629,29199,1481,9085,1137,8725,985,11389,1067,2395,469,Puerto Rico,-,,,,,,,,,,,171,174
051,550,072,000,Virginia,Chesapeake city,216545,337,186286,1777,29311,1757,10816,1208,11350,1082,7145,1036,948,358,Puerto Rico,-,,,,,,,,,,,62,77
051,650,072,000,Virginia,Hampton city,144007,285,117727,1715,25323,1718,11068,1221,8555,1077,5700,847,957,448,Puerto Rico,-,,,,,,,,,,,10,16
051,660,072,000,Virginia,Harrisonburg city,43464,177,26641,1810,15968,1812,2224,505,10834,1432,2910,558,855,367,Puerto Rico,-,,,,,,,,,,,105,123
051,710,072,000,Virginia,Norfolk city,232025,417,176943,2284,53671,2272,24931,1700,13529,1153,15211,1730,1411,446,Puerto Rico,-,,,,,,,,,,,13,22
051,770,072,000,Virginia,Roanoke city,92170,201,74364,1266,17599,1244,9863,914,5662,779,2074,402,207,123,Puerto Rico,-,,,,,,,,,,,27,41
051,810,072,000,Virginia,Virginia Beach city,428746,520,342575,3155,81539,2982,40305,2408,16523,1504,24711,2795,4632,881,Puerto Rico,-,,,,,,,,,,,197,176
051,840,072,000,Virginia,Winchester city,25613,167,18669,1874,5522,894,1585,484,2908,675,1029,460,1422,1899,Puerto Rico,-,,,,,,,,,,,8,14
053,025,072,000,Washington,Grant County,82296,254,68323,1595,13494,1579,8754,1269,2755,606,1985,454,479,211,Puerto Rico,-,,,,,,,,,,,12,19
053,033,072,000,Washington,King County,1834556,975,1479270,6462,331834,6350,227481,5200,40052,2289,64301,3173,23452,1644,Puerto Rico,-,,,,,,,,,,,301,241
053,053,072,000,Washington,Pierce County,763585,571,601788,4619,152435,4617,97515,3589,25560,1944,29360,1893,9362,1304,Puerto Rico,-,,,,,,,,,,,37,44
054,011,072,000,West Virginia,Cabell County,93406,234,75688,1360,17380,1341,10482,1102,3186,635,3712,731,338,151,Puerto Rico,-,,,,,,,,,,,17,25
054,031,072,000,West Virginia,Hardy County,13359,83,12677,253,674,233,336,158,153,107,185,123,8,12,Puerto Rico,-,,,,,,,,,,,8,12
054,037,072,000,West Virginia,Jefferson County,50170,180,44042,892,5803,829,2169,549,1232,462,2402,482,325,202,Puerto Rico,-,,,,,,,,,,,67,73
055,009,072,000,Wisconsin,Brown County,239540,347,203068,1937,35575,1881,23755,1799,7624,926,4196,545,897,284,Puerto Rico,-,,,,,,,,,,,11,18
055,015,072,000,Wisconsin,Calumet County,43700,115,38861,636,4725,642,2017,450,2464,529,244,131,114,83,Puerto Rico,-,,,,,,,,,,,21,31
055,025,072,000,Wisconsin,Dane County,470727,477,367660,2898,99040,2819,69643,2462,15007,1029,14390,1334,4027,682,Puerto Rico,-,,,,,,,,,,,65,87
055,059,072,000,Wisconsin,Kenosha County,160809,237,135313,1615,24937,1581,15808,1409,3370,537,5759,803,559,173,Puerto Rico,-,,,,,,,,,,,94,82
055,079,072,000,Wisconsin,Milwaukee County,938942,662,764375,4677,170166,4639,134924,4077,18695,1498,16547,1317,4401,681,Puerto Rico,-,,,,,,,,,,,540,267
055,105,072,000,Wisconsin,Rock County,156642,266,136177,1556,20097,1463,13708,1181,3062,581,3327,739,368,128,Puerto Rico,-,,,,,,,,,,,4,7
055,115,072,000,Wisconsin,Shawano County,40529,90,36319,477,4180,467,1972,305,1878,335,330,120,30,21,Puerto Rico,-,,,,,,,,,,,2,4
055,117,072,000,Wisconsin,Sheboygan County,112806,222,97695,1213,14876,1189,10525,1118,3071,502,1280,283,235,119,Puerto Rico,-,,,,,,,,,,,25,39
072,021,072,001,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,23,37
072,043,072,001,Puerto Rico,Coamo Municipio,38984,143,36660,494,2056,492,1615,457,441,247,249,167,19,22,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,9,13
072,055,072,001,Puerto Rico,Guánica Municipio,22574,77,21140,419,1310,416,945,352,365,184,124,77,,,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,15,23
072,063,072,001,Puerto Rico,Gurabo Municipio,42247,166,39511,633,2477,575,1378,505,1099,350,259,133,,,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,21,27
072,081,072,001,Puerto Rico,Lares Municipio,37356,112,34672,647,2423,620,1887,514,536,279,250,213,11,18,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,39,61
072,097,072,001,Puerto Rico,Mayagüez Municipio,92755,181,83516,993,7973,941,5129,841,2844,518,985,348,281,142,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,7,10
072,109,072,001,Puerto Rico,Patillas Municipio,19779,98,18559,348,982,346,744,321,238,115,219,129,19,31,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,22,33
072,113,072,001,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,46,71
072,123,072,001,Puerto Rico,Salinas Municipio,31892,79,29486,546,1925,457,1505,403,420,254,471,235,10,15,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,20,23
072,125,072,001,Puerto Rico,San Germán Municipio,37208,145,34249,580,2540,567,1850,546,690,241,350,182,69,66,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,11,16
072,127,072,001,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,18,24
072,129,072,001,Puerto Rico,San Lorenzo Municipio,43865,158,40712,625,2883,581,1780,503,1103,294,254,167,16,17,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,27,41
072,133,072,001,Puerto Rico,Santa Isabel Municipio,22619,84,21033,435,1400,436,916,353,484,227,178,161,8,13,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,11,17
072,151,072,001,Puerto Rico,Yabucoa Municipio,40015,161,37370,532,2183,477,1366,386,817,341,462,209,,,Puerto Rico,Adjuntas Municipio,18358,191,17440,276,918,279,630,260,288,127,19,31
072,005,072,003,Puerto Rico,Aguadilla Municipio,66521,187,58541,955,6463,875,4564,745,1899,453,1412,518,105,99,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,136,114
072,011,072,003,Puerto Rico,Añasco Municipio,29791,118,27983,540,1637,464,1294,440,343,148,144,113,27,31,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,52,61
072,013,072,003,Puerto Rico,Arecibo Municipio,101416,241,93186,1249,7337,1107,4738,940,2599,567,876,310,17,27,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,41,47
072,021,072,003,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,55,52
072,031,072,003,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,10,16
072,033,072,003,Puerto Rico,Cataño Municipio,26352,85,24448,446,1838,440,1065,407,773,270,58,51,8,12,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,20,30
072,071,072,003,Puerto Rico,Isabela Municipio,47192,147,44836,556,1748,502,1368,472,380,188,608,328,,,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,9,13
072,089,072,003,Puerto Rico,Luquillo Municipio,20403,66,17982,486,2028,442,847,311,1181,377,340,190,53,52,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,13,21
072,097,072,003,Puerto Rico,Mayagüez Municipio,92755,181,83516,993,7973,941,5129,841,2844,518,985,348,281,142,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,41,40
072,099,072,003,Puerto Rico,Moca Municipio,43739,183,40092,771,3072,774,2009,708,1063,414,541,353,34,52,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,65,102
072,113,072,003,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,7,13
072,117,072,003,Puerto Rico,Rincón Municipio,16107,108,15486,239,427,206,218,134,209,146,173,117,21,34,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,48,58
072,127,072,003,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,85,65
072,131,072,003,Puerto Rico,San Sebastián Municipio,47004,140,42257,988,4098,990,3043,766,1055,459,638,228,11,18,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,294,264
072,143,072,003,Puerto Rico,Vega Alta Municipio,39049,131,37280,405,1582,398,368,153,1214,362,175,105,12,18,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,9,14
072,151,072,003,Puerto Rico,Yabucoa Municipio,40015,161,37370,532,2183,477,1366,386,817,341,462,209,,,Puerto Rico,Aguada Municipio,45220,516,42663,584,2557,653,1656,514,901,375,16,26
072,003,072,005,Puerto Rico,Aguada Municipio,45222,147,42663,584,1988,550,1656,514,332,214,571,257,,,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,225,196
072,007,072,005,Puerto Rico,Aguas Buenas Municipio,30917,126,29983,360,696,288,495,226,201,130,226,237,12,20,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,33,30
072,009,072,005,Puerto Rico,Aibonito Municipio,26722,122,25422,369,1170,333,889,302,281,174,130,112,,,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,15,25
072,011,072,005,Puerto Rico,Añasco Municipio,29791,118,27983,540,1637,464,1294,440,343,148,144,113,27,31,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,59,65
072,013,072,005,Puerto Rico,Arecibo Municipio,101416,241,93186,1249,7337,1107,4738,940,2599,567,876,310,17,27,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,149,85
072,021,072,005,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,35,39
072,023,072,005,Puerto Rico,Cabo Rojo Municipio,52531,127,48666,734,3240,621,2264,586,976,297,448,198,177,143,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,68,63
072,025,072,005,Puerto Rico,Caguas Municipio,141357,220,129604,1129,10775,1085,7447,1003,3328,715,793,293,185,124,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,31,49
072,039,072,005,Puerto Rico,Ciales Municipio,20361,94,19153,337,1054,302,860,301,194,90,143,95,11,18,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,7,11
072,057,072,005,Puerto Rico,Guayama Municipio,44836,127,41322,756,2952,636,1954,499,998,386,562,280,,,Puerto Rico,Aguadilla Municipio,64515,796,58541,955,5974,795,4564,745,1410,343,21,34
